scope,metric,label,output,assessment,existing_math,gap_codes,contract_notes,source,symbol,line,windows,reference_state
rolling,MAPSYDiff-3,心理线的移动均线 与 当前 PSY 的差值,aligned time series,C,aligned delta + count/rolling sum + rolling_mean,K1;K2,上涨计数/N*100；早期分母仍是N，不是当前有效行数。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAPSYDiff,569,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAPSY-6,心理线的移动均线,aligned time series,C,aligned delta + count/rolling sum + rolling_mean,K1;K2,上涨计数/N*100；早期分母仍是N，不是当前有效行数。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAPSY,562,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAPSYDiff-6,心理线的移动均线 与 当前 PSY 的差值,aligned time series,C,aligned delta + count/rolling sum + rolling_mean,K1;K2,上涨计数/N*100；早期分母仍是N，不是当前有效行数。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAPSYDiff,569,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,CCI,CCI 指标 (顺势指标),aligned time series,C,TP + rolling_mean + absolute + rolling_mean + divide,K1,源码MD是 abs(TP_t-MA_t) 的第二次均线，并非每个窗口对同一中心的MAD。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_CCI,577,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,CR,CR 指标 (现价能量强度指标),aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_CR,593,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACR-10-5,CR指标的N移动平均往后移动M天,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACR,624,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACRDiff-10-5,CR指标的N移动平均往后移动M天 与 当前CR指标之差,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACRDiff,635,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACR-20-9,CR指标的N移动平均往后移动M天,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACR,624,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACRDiff-20-9,CR指标的N移动平均往后移动M天 与 当前CR指标之差,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACRDiff,635,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACR-40-17,CR指标的N移动平均往后移动M天,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACR,624,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACRDiff-40-17,CR指标的N移动平均往后移动M天 与 当前CR指标之差,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACRDiff,635,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACR-62-28,CR指标的N移动平均往后移动M天,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACR,624,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MACRDiff-62-28,CR指标的N移动平均往后移动M天 与 当前CR指标之差,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MACRDiff,635,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,VR,VR 指标 (成交量变异率),aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_VR,643,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAVR-3,VR 指标的移动平均,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAVR,668,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAVRDiff-3,VR的移动平均 与 当前VR指标之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAVRDiff,674,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAVR-6,VR 指标的移动平均,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAVR,668,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAVRDiff-6,VR的移动平均 与 当前VR指标之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAVRDiff,674,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAVR-12,VR 指标的移动平均,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAVR,668,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAVRDiff-12,VR的移动平均 与 当前VR指标之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAVRDiff,674,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,AR,AR（人气指标）,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_AR,682,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BR,BR（买气指标）,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_BR,696,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BRARDiff,BR 与 AR 之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_BRARDiff,714,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ARDiff-40,AR 与 40 之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ARDiff,720,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ARDiff-180,AR 与 180 之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ARDiff,720,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BRDiff-400,BR 与 400 之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_BRDiff,726,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BRDiff-40,BR 与 40 之差,aligned time series,C,aligned previous value + where + window sum + arithmetic,K1;K2,有数学组合路径；roll sum全空NaN，部分窗口有效；0分母NaN；多字段joint min_periods不能改变源端各分量缺失处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_BRDiff,726,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BIAS,乖离率,aligned time series,C,(close-CloseMA)/CloseMA*100 + rolling_mean,K1,均线口径与零分母结果需适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_BIAS,732,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MABIAS-5,乖离率的移动均值,aligned time series,C,(close-CloseMA)/CloseMA*100 + rolling_mean,K1,均线口径与零分母结果需适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MABIAS,740,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MABIASDiff-5,乖离率移动均值 与 当前 BIAS 之差,aligned time series,C,(close-CloseMA)/CloseMA*100 + rolling_mean,K1,均线口径与零分母结果需适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MABIAS,740,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MABIAS-10,乖离率的移动均值,aligned time series,C,(close-CloseMA)/CloseMA*100 + rolling_mean,K1,均线口径与零分母结果需适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MABIAS,740,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MABIASDiff-10,乖离率移动均值 与 当前 BIAS 之差,aligned time series,C,(close-CloseMA)/CloseMA*100 + rolling_mean,K1,均线口径与零分母结果需适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MABIAS,740,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,TR,真实波动范围,aligned time series,C,aligned differences + masked maxima + rolling sums + rolling_mean,K1;K2,"TR为fmax(H-L,abs(H-prevC),abs(L-prevC))；PDI/MDI严格大于并以sum平滑，ADX是abs差比再简单均线。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_TR,748,0,dispatch present; not full runtime certification
rolling,PDI,正向动向,aligned time series,C,aligned differences + masked maxima + rolling sums + rolling_mean,K1;K2,"TR为fmax(H-L,abs(H-prevC),abs(L-prevC))；PDI/MDI严格大于并以sum平滑，ADX是abs差比再简单均线。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_PDI,786,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MDI,反向动向,aligned time series,C,aligned differences + masked maxima + rolling sums + rolling_mean,K1;K2,"TR为fmax(H-L,abs(H-prevC),abs(L-prevC))；PDI/MDI严格大于并以sum平滑，ADX是abs差比再简单均线。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MDI,806,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,PDIMDIDiff,PDI 与 MDI 之差,aligned time series,C,aligned differences + masked maxima + rolling sums + rolling_mean,K1;K2,"TR为fmax(H-L,abs(H-prevC),abs(L-prevC))；PDI/MDI严格大于并以sum平滑，ADX是abs差比再简单均线。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_PDIMDIDiff,829,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ADX-6,平均趋向指数,aligned time series,C,aligned differences + masked maxima + rolling sums + rolling_mean,K1;K2,"TR为fmax(H-L,abs(H-prevC),abs(L-prevC))；PDI/MDI严格大于并以sum平滑，ADX是abs差比再简单均线。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ADX,836,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ADXR-6-6,平均趋向指数平滑值,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ADXR,853,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ADXRDiff-6-6,ADX的平滑值 与 ADX 之差,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ADXR,853,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ADXR-6-14,平均趋向指数平滑值,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ADXR,853,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,ADXRDiff-6-14,ADX的平滑值 与 ADX 之差,aligned time series,G,rolling reductions + aligned shift of derived series,G2,数学已齐；现有lag裁短，派生滚动结果不能被rolling_apply捕获重绑，且body禁止嵌套滚动。需通用同轴shift或显式表达式捕获。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_ADXR,853,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,DKX,DKX 指标 (多空指标),aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_DKX,869,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,DKXDiff,DKX 与 当前收盘价的差值,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_DKXDiff,878,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MADKX-5,DKX 指标的移动平均,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MADKX,883,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MADKXDiff-5,DKX的移动平均 与 DKX 的差值,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MADKX,883,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MADKX-10,DKX 指标的移动平均,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MADKX,883,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MADKXDiff-10,DKX的移动平均 与 DKX 的差值,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MADKX,883,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MADKX-15,DKX 指标的移动平均,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MADKX,883,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MADKXDiff-15,DKX的移动平均 与 DKX 的差值,aligned time series,C,B=(3*C+H+L+O)/6; window index-weighted sum / 210; rolling_mean,K1,底层DKX固定20，不随rolling_days变；可用cumulative_sum生成1..20权重，NaN贡献0且固定分母。非必须新WMA算子；全空窗口/预热契约仍待适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MADKX,883,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
fear,breadth_advancing_ratio,,dated series / panel,G,count(pct_chg>0) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_declining_ratio,,dated series / panel,G,count(pct_chg<0) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_up_down_ratio,,dated series / panel,G,count(pct_chg>0) / count(pct_chg<0),G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_down_volume_ratio,,dated series / panel,G,sum(amount where pct_chg<0) / sum(amount),G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_big_down_ratio,,dated series / panel,G,count(pct_chg<=-5%) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_median_pct_chg,,dated series / panel,G,median(pct_chg across active stocks),G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_cross_sectional_std,,dated series / panel,G,std(pct_chg across active stocks),G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_new_high_ratio,,dated series / panel,G,count(close>=rolling_high_N) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_new_low_ratio,,dated series / panel,G,count(close<=rolling_low_N) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,breadth_ma_above_ratio,,dated series / panel,G,count(close>=MA_N) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_market_breadth,306,,conditional on available local inputs; source reviewed
fear,daily_basic_limit_up_ratio,,dated series / panel,G,count(limit_status in up states) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_daily_basic,373,,conditional on available local inputs; source reviewed
fear,daily_basic_limit_down_ratio,,dated series / panel,G,count(limit_status in down states) / active_count,G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_daily_basic,373,,conditional on available local inputs; source reviewed
fear,daily_basic_turnover_median,,dated series / panel,G,median(turnover_rate across stocks),G4,单组数值归约已有；当前interval DAG不绑定asset矩阵/稳定类别/分组广播，不能把逐组Python循环当成一体化原生图。输入表对齐及成员PIT属上游。,/Users/chenjunming/.codex/skills/metrics-factory/scripts/run_a_share_fear_indicators.py,calc_daily_basic,373,,conditional on available local inputs; source reviewed
